코드,업체명,제품명,단위,수리일자,약효분류,적응증,축종명칭
200358-A-0013,크루마이즈,액티브 카본 바이탈 마스크 컨디셔너,L,2021-07-05,KC20100B132,세척용샴푸,개/강아지/고양이
100225-A-0045,독샤워,노모샴푸,KG,2021-07-01,KC20100B131,세척용샴푸,개/강아지/고양이
100114-A-0320,로쎄앙,부들부들 케어플러스 화이트 샴푸&린스,KG,2021-06-30,KC20100B131,세척용샴푸,개/강아지/고양이
100114-A-0321,로쎄앙,부들부들 케어플러스 퍼피 샴푸&린스,KG,2021-06-30,KC20100B131,세척용샴푸,개/강아지/고양이
100114-A-0322,로쎄앙,부들부들 케어플러스 제너럴 샴푸,KG,2021-06-30,KC20100B131,세척용샴푸,개/강아지/고양이
100114-A-0323,로쎄앙,부들부들 케어플러스 제너럴 샴푸&린스,KG,2021-06-30,KC20100B131,세척용샴푸,개/강아지/고양이
100392-A-0045,케이엔델,울지마마이펫 치카치약 바나바나나버전,KG,2021-06-29,KC12001O131,치약,개/강아지/고양이
100392-A-0046,케이엔델,울지마마이펫 치카치약 딸기딸기딸기 버전,KG,2021-06-29,KC12001O131,치약,개/강아지/고양이
100392-A-0047,케이엔델,페스룸 덴탈클린치약 플러스,KG,2021-06-29,KC12001O131,치약,개/강아지/고양이
100021-A-0035,중앙바이오텍,중앙 AD3E 솔루션,L,2021-06-28,HZ22901B231,기타영양공급약,닭/돼지/소
100178-A-0003,삼현제약,펫츠버디강아지눈물파우더,G,2021-06-28,KC60300A121,눈주위세척제,개/강아지
100239-A-0155,동방코스메틱,라무달리 퍼피덴트,KG,2021-06-28,KC10001O131,구중청량제,개/강아지/고양이
200022-A-1286,한국동물약품공업협동조합,비어파 풋케어 스프레이 독앤캣,ML,2021-06-28,KC90001B132,애완동물용보습제,개/강아지/고양이
100405-A-0037,예그리나,뉴 브리더 배변 유도제,KG,2021-06-25,KC73001B131,배변유도제,개/강아지/고양이
100405-A-0038,예그리나,강아지스토리 포인원 펫 치약,KG,2021-06-25,KC12001O131,치약,개/강아지/고양이
100127-A-0317,펫퍼스,애완동물 허브케어 샴푸린스 리치,ML,2021-06-24,KC20100B121,세척용샴푸,개/강아지
100127-A-0318,펫퍼스,애완동물 허브케어 샴푸린스 클린,ML,2021-06-24,KC20100B121,세척용샴푸,개/강아지
100127-A-0319,펫퍼스,애완동물 허브케어 샴푸린스 화이트,ML,2021-06-24,KC20100B121,세척용샴푸,개/강아지
100222-A-0116,그린코스,쉬즈곤 포우 에센스,ML,2021-06-24,KC90B131,애완동물용보습제,개/강아지/고양이
100225-A-0044,독샤워,셀케어 씨 솔트 폼,G,2021-06-24,KC90001B131,애완동물용보습제,개/강아지/고양이
100222-A-0114,그린코스,로즈 제라늄 바디워시,ML,2021-06-23,KC20100B131,세척용샴푸,개/강아지/고양이
100222-A-0115,그린코스,딥 클린 이어 클렌징 워터,ML,2021-06-23,KC60100B131,귀세척제,개/강아지/고양이
100222-A-0113,그린코스,오구펫 퓨리톤 미스트,ML,2021-06-22,KC90001B131,애완동물용보습제,개/강아지/고양이
200395-A-0001,주식회사 비오코스,프라임펫 오가닉 샴푸,L,2021-06-21,KC20100B132,세척용샴푸,개/강아지/고양이
100111-A-0060,디에스엠 뉴트리션 코리아,프로 에그 산제,KG,2021-06-18,HZ22101A111,비타민공급약,닭
100119-A-0110,피엘코스메틱,꼬잇 결이매끈 케어크림,L,2021-06-16,KC90001B111,애완동물용보습제,개
100119-A-0111,피엘코스메틱,꼬잇 결이 반짝 샤인 미스트,ML,2021-06-16,KC90001B111,애완동물용보습제,개
100119-A-0112,피엘코스메틱,닥터블랭크 강아지 고보습 케어 크림,ML,2021-06-16,KC90001B131,애완동물용보습제,개/강아지/고양이
100127-A-0315,펫퍼스,애완동물 허브케어 샴푸린스 키퍼,L,2021-06-10,KC20100B121,세척용샴푸,개/고양이
100127-A-0316,펫퍼스,애완동물 허브케어 샴푸린스 고양이용,L,2021-06-10,KC20100B111,세척용샴푸,고양이
100222-A-0112,그린코스,메디멀 바하 샴푸,L,2021-06-10,KC20100B121,세척용샴푸,개/고양이
100392-A-0043,케이엔델,크오 센텔라 퓨어 샴푸,L,2021-06-10,KC20100B121,세척용샴푸,개/고양이
100392-A-0044,케이엔델,울지마마이펫 치카치약 당근당근당근 버전,KG,2021-06-10,KC12001B121,치약,개/고양이
100127-A-0314,펫퍼스,애완동물 허브케어 샴푸린스 모든애완동물,KG,2021-06-08,KC20100B121,세척용샴푸,개/고양이
100227-A-0006,엠케이생명과학,프리미엄 비타허니(산),KG,2021-06-08,HZ12101A211,비타민공급약,꿀벌
100111-A-0057,디에스엠 뉴트리션 코리아,KW-V 산제,KG,2021-06-04,HZ12901A111,기타영양공급약,어류
100111-A-0058,디에스엠 뉴트리션 코리아,씨티씨 비타 프라임 산제,KG,2021-06-04,HZ12901A121,기타영양공급약,소/젖소
100111-A-0059,디에스엠 뉴트리션 코리아,씨티씨 비타 골드 산제,KG,2021-06-04,HZ12901A121,기타영양공급약,소/젖소
100405-A-0035,예그리나,뉴 브리더 스킨케어 샴푸,ML,2021-06-01,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0036,예그리나,더펫원츠 카밍엠플,ML,2021-06-01,KC90001B131,애완동물용보습제,개/강아지/고양이
100009-A-0057,진우약품,하이-칼시오(정),TT,2021-05-31,HZ12901F121,기타영양공급약,개/고양이
100014-A-0043,성원,비타아이스,KG,2021-05-31,HZ12101A141,비타민공급약,소/젖소/돼지/닭/산란계
100016-A-0065,삼우메디안,삼우 징크 산(황산아연메치오닌),KG,2021-05-27,HD17102A241,아연메치오닌,소/젖소/돼지/닭/산란계/염소
100115-A-0104,이엘티사이언스,사이언스 사메 정,TT,2021-05-27,HC13101F121,메치오닌,개/고양이
100351-A-0021,한국미라클피플사,프리 라이프 펫 반려동물 샴푸,L,2021-05-26,KC20100B131,세척용샴푸,개/강아지/고양이
100122-A-0122,우신화장품,티에스써니애견트리트먼트,KG,2021-05-25,KC20300B131,린스,개/강아지/고양이
100387-A-0005,저스트파이브세컨즈,펌블펫솝 프라나졸리 브러싱퍼퓸,KG,2021-05-25,KC80003B111,애완동물악취제거제,개
100405-A-0030,예그리나,더펫원츠 귀 세정제,ML,2021-05-25,KC60100B121,귀세척제,개/고양이
100405-A-0031,예그리나,더펫원츠 눈물 지우개,ML,2021-05-25,KC60300B131,눈주위세척제,개/강아지/고양이
100405-A-0032,예그리나,더펫원츠 친 클리너,ML,2021-05-25,KC60900B131,기타세척제,개/강아지/고양이
100405-A-0033,예그리나,뉴 브리더 디탱글러 샴푸,ML,2021-05-25,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0034,예그리나,뉴 브리더 순한 샴푸 플러스,ML,2021-05-25,KC20100B131,세척용샴푸,개/강아지/고양이
100420-A-0002,농업회사법인 주식회사 루아흐,퍼피플 파우더 컨디셔너,KG,2021-05-25,KC20100A131,세척용샴푸,개/강아지/고양이
200358-A-0010,크루마이즈,포캣츠샴푸,L,2021-05-25,KC20100B112,세척용샴푸,고양이
100127-A-0313,펫퍼스,킹콩 탈취제 고양이용,ML,2021-05-24,KC80003B131,애완동물악취제거제,개/강아지/고양이
100407-A-0005,에스겔코스메틱,아니마토 인텐시브 포우 크림,KG,2021-05-24,KC90001B121,애완동물용보습제,개/강아지
200358-A-0008,크루마이즈,아테로 바이바이 샴푸,L,2021-05-24,KC20100B132,세척용샴푸,개/강아지/고양이
200358-A-0009,크루마이즈,아테로 릴랙스 샴푸,L,2021-05-24,KC20100B122,세척용샴푸,개/강아지
100014-A-0042,성원,성원 베타-C 산,KG,2021-05-21,HZ12901A231,기타영양공급약,소/젖소/돼지/산란계/닭
100239-A-0154,동방코스메틱,라무달리 퍼피세린,KG,2021-05-21,KC90001B131,애완동물용보습제,개/강아지/고양이
100351-A-0017,한국미라클피플사,반려동물 눈물자국제거제,L,2021-05-20,KC60300B131,눈주위세척제,개/강아지/고양이
100351-A-0018,한국미라클피플사,반려동물 귀세정제,L,2021-05-20,KC60100B131,귀세척제,개/강아지/고양이
100351-A-0019,한국미라클피플사,반려동물 워터리스 샴푸,L,2021-05-20,KC20100B131,세척용샴푸,개/강아지/고양이
100351-A-0020,한국미라클피플사,반려동물 미스트,L,2021-05-20,KC90001B131,애완동물용보습제,개/강아지/고양이
100227-A-0005,엠케이생명과학,파워비 산,KG,2021-05-18,DA28104A111,농축복합생균건조분말,꿀벌
100090-A-0259,서울화장품,위드시어 시어버터 투인원 샴푸,L,2021-05-12,KC20100B131,세척용샴푸,개/강아지/고양이
100126-A-0148,씨앤앤코스메틱,노마진 퓨어 마일드 샴푸린스겸용,L,2021-05-11,KC20100B121,세척용샴푸,개/강아지
100126-A-0149,씨앤앤코스메틱,노마진 퓨어 마일드 보습샴푸,L,2021-05-11,KC20100B131,세척용샴푸,개/강아지/고양이
100127-A-0312,펫퍼스,플루터 커버,KG,2021-05-11,KC60300A121,눈주위세척제,개/강아지
100351-A-0015,한국미라클피플사,반려동물 발바닥 에센스,L,2021-05-11,KC90001B131,애완동물용보습제,개/강아지/고양이
100351-A-0016,한국미라클피플사,반려동물 컨디셔너,L,2021-05-11,KC20300B131,린스,개/강아지/고양이
100392-A-0042,케이엔델,바잇미 탄산스파 입욕제 소프트라벤더,KG,2021-05-11,KC20100A131,세척용샴푸,개/강아지/고양이
100409-A-0007,내츄럴스토리,볼륨 펫샴푸,L,2021-05-11,KC20100B131,세척용샴푸,개/강아지/고양이
100409-A-0008,내츄럴스토리,프레시 펫샴푸,L,2021-05-11,KC20100B131,세척용샴푸,개/강아지/고양이
100409-A-0009,내츄럴스토리,모이스처 펫샴푸,L,2021-05-11,KC20100B131,세척용샴푸,개/강아지/고양이
100409-A-0010,내츄럴스토리,퓨어 펫샴푸,L,2021-05-11,KC20100B131,세척용샴푸,개/강아지/고양이
100409-A-0011,내츄럴스토리,너리싱 펫샴푸,L,2021-05-11,KC20100B131,세척용샴푸,개/강아지/고양이
100422-A-0001,지에스켐,홈맥스 퍼피샴푸,L,2021-05-11,KC20100B121,세척용샴푸,개/강아지
200389-A-0008,리케이,아이그룸 클래리파잉 샴푸,L,2021-05-11,KC20100B122,세척용샴푸,개/강아지
100009-A-0056,진우약품,휴믹-아발론(산),KG,2021-05-04,HZ12101A121,비타민공급약,어류/전복
100035-A-0011,동방,가디젠,KG,2021-05-04,DA28104A121,농축복합생균건조분말,개/고양이
100035-A-0012,동방,가디젠Y,KG,2021-05-04,DA28104A121,농축복합생균건조분말,개/고양이
100127-A-0311,펫퍼스,아이팅클,L,2021-05-04,KC60300B121,눈주위세척제,개/강아지
100035-A-0009,동방,가디젠M,KG,2021-04-29,DA28104A131,농축복합생균건조분말,소/젖소/돼지/닭
100035-A-0010,동방,가디젠F,KG,2021-04-29,DA28104A131,농축복합생균건조분말,소/젖소/돼지/닭
100119-A-0109,피엘코스메틱,마일다 글루코 카밍 미스트 (파우더리 플로럴),L,2021-04-27,KC90001B131,애완동물용보습제,개/강아지/고양이
100221-A-0009,해피바이오,닥터코넬리프리미엄펫샴푸,L,2021-04-27,KC20100B121,세척용샴푸,개/강아지
100222-A-0111,그린코스,댕댕 크림,L,2021-04-27,KC90001B131,애완동물용보습제,개/강아지/고양이
100239-A-0153,동방코스메틱,아인솝 네추럴 그루밍 미스트,L,2021-04-27,KC90001B131,애완동물용보습제,개/강아지/고양이
100392-A-0041,케이엔델,정글몬스터 쏙쏙뽑냥,L,2021-04-27,KC20100B131,세척용샴푸,개/강아지/고양이
100420-A-0001,농업회사법인 주식회사 루아흐,퍼피플 카밍 샴푸,KG,2021-04-27,KC20100B13X,세척용샴푸,개/강아지/고양이
100009-A-0055,진우약품,도그-조인트(정),TT,2021-04-25,HZ22901F111,기타영양공급약,개
100114-A-0319,로쎄앙,에덴 페스티벌,L,2021-04-23,KC20100B111,세척용샴푸,기타
200389-A-0007,리케이,아이그룸 바나나 샴푸,L,2021-04-23,KC20100B132,세척용샴푸,개/강아지/고양이
100010-A-0071,삼양애니팜,로얄비콤산,KG,2021-04-22,HZ12901A211,기타영양공급약,꿀벌
100218-A-0046,가인화장품,미스터리펫 워터리스 버블버블 펫 샴푸,L,2021-04-22,KC20100B121,세척용샴푸,개/강아지
100218-A-0047,가인화장품,미스터리펫 워터리스 버블버블 펫 발세정제,L,2021-04-22,KC20100B121,세척용샴푸,개/강아지
100222-A-0108,그린코스,팻츠파인 산책중독 마일드 인크리디언트 샴푸,KG,2021-04-22,KC20100B131,세척용샴푸,개/강아지/고양이
100222-A-0109,그린코스,팻츠파인 산책중독 마일드 인크리디언트 워터리스,KG,2021-04-22,KC20100B131,세척용샴푸,개/강아지/고양이
100222-A-0110,그린코스,쉬즈곤 페이스 워터,L,2021-04-22,KC60300B131,눈주위세척제,개/강아지/고양이
100405-A-0029,예그리나,텝터칭바스,L,2021-04-22,KC20100B121,세척용샴푸,개/강아지
100119-A-0107,피엘코스메틱,마일다 바디케어 샴푸 (무향),L,2021-04-21,KC20100B121,세척용샴푸,개/강아지
100119-A-0108,피엘코스메틱,마일다 바디케어 샴푸(프루티 플로럴 머스크),L,2021-04-21,KC20100B121,세척용샴푸,개/강아지
100359-A-0033,한국애견용품연구소,도글도글 덴탈워터 프로폴리스 플러스,KG,2021-04-21,KC12001B121,치약,개/강아지
100114-A-0318,로쎄앙,뚜또가또 덴탈 치약,KG,2021-04-20,KC12001B111,치약,고양이
100127-A-0309,펫퍼스,페테리안 투스메디 강아지용,L,2021-04-20,KC12001B121,치약,개/강아지
100127-A-0310,펫퍼스,페테리안 투스메디 고양이용,L,2021-04-20,KC12001B111,치약,고양이
100405-A-0028,예그리나,댕티스트 치약,KG,2021-04-20,KC12001B131,치약,개/강아지/고양이
100359-A-0032,한국애견용품연구소,이뮤덤 바르는 유산균 치약,KG,2021-04-19,KC12001B131,치약,개/강아지/고양이
100405-A-0027,예그리나,디오 워터리스 바디케어,L,2021-04-19,KC20100B131,세척용샴푸,개/강아지/고양이
100119-A-0106,피엘코스메틱,강아지스토리 펫 눈물자국 지우개,L,2021-04-16,KC60300B131,눈주위세척제,개/강아지/고양이
100006-A-0059,고려비엔피,알조아,KG,2021-04-15,HZ12901A121,기타영양공급약,닭/산란계
100183-A-0110,대주바이오,샤샤샤 미스트,L,2021-04-15,KC90001B131,애완동물용보습제,개/강아지/고양이
100183-A-0111,대주바이오,보들보들 샴푸,L,2021-04-15,KC20100B131,세척용샴푸,개/강아지/고양이
100239-A-0151,동방코스메틱,자유펫 화이트 에센스 미스트,L,2021-04-15,KC90001B131,애완동물용보습제,개/강아지/고양이
100239-A-0152,동방코스메틱,자유펫 매직 브러싱 미스트,L,2021-04-15,KC90001B131,애완동물용보습제,개/강아지/고양이
100349-A-0046,펫헬스케어센터,카밍풋케어에센스,L,2021-04-15,KC90001B131,애완동물용보습제,개/강아지/고양이
100405-A-0023,예그리나,래핑찰리 수딩 드라이 에센스,L,2021-04-15,KC90001B131,애완동물용보습제,개/강아지/고양이
100405-A-0024,예그리나,닥터수 위시솔루션 샴푸 앤 컨디셔너 화이트,L,2021-04-15,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0025,예그리나,닥터수 위시솔루션 샴푸 앤 컨디셔너 퍼피,L,2021-04-15,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0026,예그리나,닥터수 위시솔루션 샴푸 앤 컨디셔너 제너럴,L,2021-04-15,KC20100B131,세척용샴푸,개/강아지/고양이
100409-A-0006,내츄럴스토리,심플리오 프렌즈 내추럴 반려견 샴푸,L,2021-04-15,KC20100B121,세척용샴푸,개/강아지
200051-A-0052,버박코리아,칼시데리스 EU 정,TT,2021-04-15,HZ12901F122,기타영양공급약,개/강아지
200111-A-0004,한국엘랑코동물약품,프로스타트,KG,2021-04-15,HE10101A122,면역글로블린지,소/젖소
100119-A-0102,피엘코스메틱,댄싱 조이 트룰리 내츄럴 미스트,L,2021-04-14,KC90001B131,애완동물용보습제,개/강아지/고양이
100119-A-0103,피엘코스메틱,댄싱 조이 트룰리 내츄럴 샴푸,L,2021-04-14,KC20100B131,세척용샴푸,개/강아지/고양이
100119-A-0104,피엘코스메틱,베베페페 펫샴푸 마일드 그린,L,2021-04-14,KC20100B131,세척용샴푸,개/강아지/고양이
100119-A-0105,피엘코스메틱,베베페페  펫샴푸 스윗핑크,L,2021-04-14,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0017,예그리나,퓨어브리즈,L,2021-04-14,KC80003B131,애완동물악취제거제,개/강아지/고양이
100405-A-0018,예그리나,뉴 브리더 화이트 샴푸,L,2021-04-14,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0019,예그리나,뉴 브리더 겸용 샴푸 플러스,L,2021-04-14,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0020,예그리나,뉴 브리더 스페셜 샴푸 플러스,L,2021-04-14,KC20100B131,세척용샴푸,개/강아지/고양이
100405-A-0021,예그리나,뉴 브리더 린스 플러스,L,2021-04-14,KC20300B131,린스,개/강아지/고양이
100405-A-0022,예그리나,뉴 브리더 이어크리너,L,2021-04-14,KC60100B131,귀세척제,개/강아지/고양이
