코드,업체명,제품명,단위,수리일자,약효분류,적응증,축종명칭
200022-A-0715,한국동물약품공업협동조합,바비팬더 배드헤어데이독 샴푸,L,2012-10-02,KC20100B122,세척용샴푸,개/강아지
200022-A-0716,한국동물약품공업협동조합,바비팬더 스팅키독 샴푸,L,2012-10-02,KC20100B122,세척용샴푸,개/강아지
200022-A-0717,한국동물약품공업협동조합,바비팬더 베이비베베 퍼피 샴푸,L,2012-10-02,KC20100B122,세척용샴푸,개/강아지
200022-A-0718,한국동물약품공업협동조합,바비팬더 스날리독 컨디셔닝 스프레이,L,2012-10-02,KC40100B132,양모제,개/강아지/고양이
200022-A-0719,한국동물약품공업협동조합,바비팬더 골져스 드라이 샴푸,L,2012-10-02,KC20100B122,세척용샴푸,개/강아지
200022-A-0720,한국동물약품공업협동조합,바비팬더 베이비 베베 스프레이 샴푸,L,2012-10-02,KC20100B122,세척용샴푸,개/강아지
200022-A-0721,한국동물약품공업협동조합,바비팬더 스멜리 캣 샴푸,L,2012-10-02,KC20100B112,세척용샴푸,고양이
200022-A-0722,한국동물약품공업협동조합,바비팬더 쉐기 캣 샴푸,L,2012-10-02,KC20100B112,세척용샴푸,고양이
200022-A-0723,한국동물약품공업협동조합,바비팬더 내추럴 리쥬베내이팅 샴푸,L,2012-10-02,KC20100B122,세척용샴푸,개/강아지
200022-A-0724,한국동물약품공업협동조합,바비팬더 내추럴 모이스쳐라이징 샴푸,L,2012-10-02,KC20100B122,세척용샴푸,개/강아지
100025-A-0017,한동,뉴솔비타,KG,2012-09-28,HZ12901A231,기타영양공급약,닭/소/돼지
100114-A-0125,로쎄앙,에코브라이트 눈 세정제,L,2012-09-28,KC60200B131,눈세척제,개/강아지/고양이
100114-A-0126,로쎄앙,에코브라이트 귀세척제,L,2012-09-28,KC60100B121,귀세척제,개/강아지
100114-A-0127,로쎄앙,에코브라이트 구중청량제,L,2012-09-28,KC10001B121,구중청량제,개/강아지
100119-A-0042,피엘코스메틱,쁘띠 펫 아이클리너,L,2012-09-28,KC60200B131,눈세척제,개/강아지/고양이
100119-A-0043,피엘코스메틱,쁘띠 펫 덴탈클리너,L,2012-09-28,KC12005B131,기타치아세정제,강아지/개/고양이
100148-A-0064,성보펫헬스케어,쉐듀스 샴푸,L,2012-09-28,KC20100B131,세척용샴푸,개/강아지/고양이
100148-A-0065,성보펫헬스케어,에임 티트리 비듬방지 샴푸,L,2012-09-28,KC20100B121,세척용샴푸,강아지/개/고양이
100148-A-0066,성보펫헬스케어,하이글로시 샴푸,L,2012-09-28,KC20100B121,세척용샴푸,개/강아지
100148-A-0067,성보펫헬스케어,앤티스탯 린스,L,2012-09-28,KC20300B121,린스,개/강아지
100148-A-0068,성보펫헬스케어,엑토패럴샴푸,L,2012-09-28,KC20100B131,세척용샴푸,개/강아지/고양이
100033-A-0029,코미팜,프로마린 비타-Se,L,2012-09-27,HZ22901B111,기타영양공급약,어류
100035-A-0002,동방,라이브-DHPPC,KG,2012-09-27,DA28104A171,농축복합생균건조분말,소/돼지/개/강아지/고양이/산양/면양
200022-A-0712,한국동물약품공업협동조합,씨푸레쉬,KG,2012-09-24,KC10001A132,구중청량제,개/강아지/고양이
100119-A-0041,피엘코스메틱,코코바스워터리스샴푸,L,2012-09-20,KC20100B121,세척용샴푸,개/강아지
100024-A-0019,다원케미칼,다원파워솔,KG,2012-09-18,HZ12901A131,기타영양공급약,닭/돼지
100041-A-0003,솔톤바이오켐,이-글루,KG,2012-09-13,HC19101A111,글루타치온,어류
100041-A-0004,솔톤바이오켐,글루밍-업,KG,2012-09-13,HC19101A111,글루타치온,어류
100114-A-0124,로쎄앙,피토케어 샴푸 더 베이직,L,2012-09-10,KC20100L121,세척용샴푸,개/강아지
100018-A-0055,이화팜텍,박토셀 PX 20,KG,2012-09-06,DA24104A151,페디오코쿠스,돼지/닭/어류/오리/칠면조
100197-A-0001,우리가제약,펫튼 헬스케어1,TT,2012-09-06,HZ22901F121,기타영양공급약,개/강아지
100197-A-0002,우리가제약,펫튼 헬스케어2,TT,2012-09-06,HZ22901F121,기타영양공급약,개/강아지
100197-A-0003,우리가제약,펫튼 헬스케어3,TT,2012-09-06,HZ12901F121,기타영양공급약,개/강아지
100197-A-0004,우리가제약,펫튼 헬스케어4,TT,2012-09-06,HZ12901F121,기타영양공급약,개/강아지
100197-A-0005,우리가제약,펫튼 헬스케어5,TT,2012-09-06,HZ22901F121,기타영양공급약,개/강아지
100197-A-0006,우리가제약,펫튼 헬스케어6,TT,2012-09-06,HZ12901F121,기타영양공급약,개/강아지
100197-A-0007,우리가제약,펫튼 헬스케어7,TT,2012-09-06,HZ12901F121,기타영양공급약,개/강아지
100033-A-0028,코미팜,판타제,KG,2012-09-03,DB10326A131,전분분해효소+글루카곤분해효소+크실란분해효소,소/돼지/닭
200251-A-0004,경성네오텍,레뷰셀 에스비20,KG,2012-09-03,DA10101A142,사카로마이세스,돼지/닭/칠면조/오리
200305-A-0003,엘캄코바이오,박토셀,KG,2012-08-31,DA24104A152,페디오코쿠스,돼지/닭/어류/오리/칠면조
100186-A-0017,해밀,다이애나 샴푸＆린스,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0018,해밀,에리엘 샴푸＆린스,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0019,해밀,진산 에리엘 이어 크리너,L,2012-08-29,KC60100B121,귀세척제,개/강아지
100186-A-0020,해밀,닥터펫 화이트 샴푸,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0021,해밀,닥터펫 베이비 샴푸,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0022,해밀,닥터펫 일반 샴푸＆린스,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0023,해밀,닥터펫 구강스프레이,L,2012-08-29,KC10001B121,구중청량제,개/강아지
100186-A-0024,해밀,닥터펫 이어크리너,L,2012-08-29,KC60100B121,귀세척제,개/강아지
100186-A-0025,해밀,하이펫 구강스프레이,L,2012-08-29,KC10001B121,구중청량제,개/강아지
100186-A-0026,해밀,하이펫 베이비 샴푸＆린스,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0027,해밀,하이펫 화이트 샴푸＆린스,KG,2012-08-29,KC20100B121,세척용샴푸,강아지/개
100186-A-0028,해밀,하이펫 일반샴푸＆린스,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0029,해밀,야멍 이어크리너,L,2012-08-29,KC60100B121,귀세척제,개/강아지
100186-A-0030,해밀,뉘앙스코롱,L,2012-08-29,KC80001B121,애완동물용향수,개/강아지
100186-A-0031,해밀,뉴앙스 펫 칼라젤,KG,2012-08-29,KC50100B131,염모제,개/강아지/고양이
100186-A-0032,해밀,뉴앙스 펫 눈물지우개,L,2012-08-29,KC60300B131,눈주위세척제,개/강아지/고양이
100186-A-0033,해밀,뉴앙스 펫 클린치약,KG,2012-08-29,KC12001O131,치약,개/강아지/고양이
100186-A-0034,해밀,디앤씨 겸용샴푸(베이비용),KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0035,해밀,디앤씨 겸용샴푸(일반용),KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0036,해밀,뉴앙스 펫 스프레이(베이비용),KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0037,해밀,뉴앙스 펫 스프레이(일반용),KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0038,해밀,다이아나 샴푸＆린스(베이비용),KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0039,해밀,다이아나 샴푸＆린스(화이트용),KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0040,해밀,플레시클린 일반 샴푸＆린스,KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0041,해밀,플레시클린 화이트 샴푸＆린스,KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0042,해밀,플레시클린 베이비 샴푸＆린스,KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0043,해밀,에리엘 샴푸(일반),KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
100186-A-0044,해밀,에리엘 화이트 샴푸＆린스,KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0045,해밀,에리엘 베이비 샴푸＆린스,KG,2012-08-29,KC20100B131,세척용샴푸,개/강아지/고양이
100186-A-0046,해밀,에리엘 린스,KG,2012-08-29,KC20300B121,린스,개/강아지
100186-A-0047,해밀,퓨리나 구루머스 소프트케어 퍼피 샴푸,KG,2012-08-29,KC20100L121,세척용샴푸,개/강아지
100186-A-0048,해밀,퓨리나 구루머스 모이스춰 성견용 샴푸,KG,2012-08-29,KC20100L131,세척용샴푸,개/강아지/고양이
100186-A-0049,해밀,퓨리나 구루머스 화이트닝 펄 샤인 샴푸,KG,2012-08-29,KC20100L131,세척용샴푸,개/강아지/고양이
100186-A-0050,해밀,퓨리나 구루머스 린스,L,2012-08-29,KC20300B131,린스,개/강아지/고양이
100186-A-0051,해밀,퓨리나 구루머스 비듬방지용 클렌징 샴푸,KG,2012-08-29,KC20100B121,세척용샴푸,개/강아지
200022-A-0709,한국동물약품공업협동조합,오가닉 오스카 오가닉 라벤더 퍼피 샴푸(강아지용),L,2012-08-29,KC20100B122,세척용샴푸,개/강아지
200022-A-0710,한국동물약품공업협동조합,오가닉 오스카 홀리스틱 바이트 앤 이치 릴리프 샴푸(강아지용),L,2012-08-29,KC20100B122,세척용샴푸,개/강아지
200022-A-0711,한국동물약품공업협동조합,오가닉 오스카 2 in 1 샴푸 앤 컨디셔너(강아지용),L,2012-08-29,KC20100B122,세척용샴푸,개/강아지
100034-A-0117,한국썸벧,프로톤 플러스,KG,2012-08-27,HX10109A131,요오드카제인,소/돼지/닭
200022-A-0708,한국동물약품공업협동조합,스프레이 푸레쉬,L,2012-08-27,KC10001B122,구중청량제,개/강아지
200214-A-0139,펫트코리아,오스타 오트밀 벼룩＆진드기 샴푸,L,2012-08-23,KC20100B132,세척용샴푸,개/강아지/고양이
200307-A-0001,엘에스와이인피니티코리아,디스콜러빙도지,L,2012-08-17,KC12001B122,치약,개/강아지
200013-A-0026,유한양행,윌로벳 바이탈 AD3E,L,2012-08-10,HB83001B282,비타민 A/D3/E,소/돼지/닭/말/면양/산양/칠면조/오리
200022-A-0700,한국동물약품공업협동조합,젤 푸레쉬,L,2012-08-10,KC10001B122,구중청량제,개/강아지
200022-A-0701,한국동물약품공업협동조합,베테러네리 크리닉케어 오트밀 앤티트리 오일 인퓨져,L,2012-08-10,KC20100B122,세척용샴푸,개/강아지
200022-A-0702,한국동물약품공업협동조합,베테러네리 크리닉케어 하이포알러지 컨디셔너,L,2012-08-10,KC20100B122,세척용샴푸,개/강아지
200022-A-0703,한국동물약품공업협동조합,베테러네리 크리닉케어 플리앤틱 샴푸,L,2012-08-10,KC20100B122,세척용샴푸,개/강아지
200022-A-0704,한국동물약품공업협동조합,베테러네리 크리닉케어 E.F.A 쉐드컨트롤 샴푸,L,2012-08-10,KC20100B122,세척용샴푸,개/강아지
200022-A-0705,한국동물약품공업협동조합,베테러네리 크리닉케어 E.F.A 쉐드컨트롤 컨디셔너,L,2012-08-10,KC20100B122,세척용샴푸,개/강아지
200022-A-0706,한국동물약품공업협동조합,닥터 골드 이어테라피,L,2012-08-10,KC60100B122,귀세척제,개/강아지
200022-A-0707,한국동물약품공업협동조합,베터러네리 크리닉케어 이어테라피,L,2012-08-10,KC60100B122,귀세척제,개/강아지
100006-A-0032,고려비엔피,비고맥스-G,KG,2012-08-08,HZ12901A121,기타영양공급약,닭/돼지
200022-A-0699,한국동물약품공업협동조합,라노샴푸,L,2012-08-07,KC20100B122,세척용샴푸,개/강아지
200147-A-0090,베트컴코리아,클리어 오틱 이어 클린져,L,2012-08-07,KC60100B122,귀세척제,개/강아지
100118-A-0003,애드바이오텍,아이지드링크C,KG,2012-07-30,DA22103H111,바실러스서브틸리스,소
100118-A-0004,애드바이오텍,아이지맘,L,2012-07-30,HZ12901B111,기타영양공급약,돼지
100118-A-0005,애드바이오텍,뉴아이지포르테,L,2012-07-30,DA29207B111,간균+클로스트리디움,소
100118-A-0006,애드바이오텍,신비솔,L,2012-07-30,HZ22901B131,기타영양공급약,소/돼지/닭
100127-A-0143,펫퍼스,내츄럴퍼시픽샴푸(일반용),L,2012-07-24,KC20100B121,세척용샴푸,개/강아지
100127-A-0144,펫퍼스,내츄럴퍼시픽 린스,L,2012-07-24,KC20300B121,린스,개/강아지
100127-A-0145,펫퍼스,내츄럴퍼시픽샴푸(백모용),L,2012-07-24,KC20100B121,세척용샴푸,개/강아지
100127-A-0146,펫퍼스,내츄럴퍼시픽 약용샴푸 (비듬.피부보호),L,2012-07-24,KC20200B121,약용샴푸,개/강아지
100127-A-0147,펫퍼스,내츄럴퍼시픽약용샴푸(탈모방지),L,2012-07-24,KC20200B121,약용샴푸,개/강아지
100127-A-0148,펫퍼스,내츄럴퍼시픽샴푸(자견용),L,2012-07-24,KC20100B121,세척용샴푸,개/강아지
100002-A-0007,우성양행,오리-고고,KG,2012-07-20,HZ12901K131,기타영양공급약,닭/오리/칠면조
100003-A-0020,대한뉴팜,셀렌비타-P,KG,2012-07-20,HY92004K131,비타민 E+셀레늄,소/돼지/닭
200022-A-0697,한국동물약품공업협동조합,베테러네리 크리닉케어 하이포알러지 샴푸,L,2012-07-18,KC20100B122,세척용샴푸,개/강아지
200022-A-0698,한국동물약품공업협동조합,베테러네리 크리닉케어 인센티브케어 하이드레이션 샴푸,L,2012-07-18,KC20100B122,세척용샴푸,개/강아지
100003-A-0019,대한뉴팜,아쿠아 라바자임,KG,2012-07-16,DZ20001A141,효소+미생물배양체,닭/돼지/소/어류
200056-A-0002,빅솔에이에스,칼스포린 비비에스,KG,2012-07-16,DA22103A132,바실러스서브틸리스,소/돼지/닭
200270-A-0039,비손에이에이치,알러소프트2,TCAP,2012-07-16,HB83001P132,비타민 A/D3/E,개/강아지/고양이
100029-A-0026,에스에프,에스에프 캐로풀린,KG,2012-07-10,HZ12901A111,기타영양공급약,소
100029-A-0027,에스에프,세라토,KG,2012-07-10,HZ22901A131,기타영양공급약,소/돼지/닭
100127-A-0142,펫퍼스,한방약용샴푸(개.고양이),L,2012-07-10,KC20200B121,약용샴푸,강아지/개
200214-A-0135,펫트코리아,서젼트 퍼쏘후레쉬 노린스 폼앤콤 캣 샴푸,L,2012-07-06,KC20100B112,세척용샴푸,고양이
200214-A-0136,펫트코리아,센트리 카밍 애견 스프레이,L,2012-07-06,KC73006B122,행동개선제,개/강아지
200214-A-0137,펫트코리아,센트리 카밍 고양이 스프레이,L,2012-07-06,KC73006B112,행동개선제,고양이
200214-A-0138,펫트코리아,센트리 스탑댓! 노이즈페로몬 스프레이,L,2012-07-06,KC73006B132,행동개선제,개/강아지/고양이
100016-A-0041,삼우메디안,비타톤 피쉬 쎄븐,KG,2012-07-05,HZ12901A111,기타영양공급약,어류
100077-A-0004,대호,이뮨포스?,KG,2012-07-05,HF20150A121,효모추출물,닭/돼지
200270-A-0037,비손에이에이치,프랑스 더모센트 에센셜식스,L,2012-07-05,KC60900B132,기타세척제,개/강아지/고양이
200270-A-0038,비손에이에이치,프랑스 더모센트 에센셜무스,L,2012-07-05,KC60900B132,기타세척제,개/강아지/고양이
200271-A-0064,협성로하스,퀵리스큐,L,2012-07-03,KC20100B122,세척용샴푸,개/강아지
100118-A-0001,애드바이오텍,애드바이오플러스산,KG,2012-07-02,DA22103A131,바실러스서브틸리스,소/돼지/닭
100118-A-0002,애드바이오텍,애드아스코산,KG,2012-07-02,HB13101A231,비타민 C,소/돼지/닭
100127-A-0138,펫퍼스,"허브 약용샴푸(비듬, 피부보호)",L,2012-07-02,KC20200B121,약용샴푸,개/강아지
100127-A-0139,펫퍼스,허브 약용샴푸(탈모방지),L,2012-07-02,KC20200B121,약용샴푸,개/강아지
100127-A-0140,펫퍼스,"골드 약용 샴푸＆린스 (비듬, 피부보호)",L,2012-07-02,KC20200B121,약용샴푸,개/강아지
100127-A-0141,펫퍼스,골드 약용 샴푸＆린스 (탈모방지),L,2012-07-02,KC20200B121,약용샴푸,강아지/개
200022-A-0690,한국동물약품공업협동조합,비바텍 시그원 구강청결제(애견용),L,2012-06-29,KC10001B122,구중청량제,개/강아지
200022-A-0691,한국동물약품공업협동조합,푸치 애견용 코롱 - 와일드,L,2012-06-29,KC80001B122,애완동물용향수,개/강아지
200022-A-0692,한국동물약품공업협동조합,푸치 애견용 코롱 - 트루,L,2012-06-29,KC80001B122,애완동물용향수,개/강아지
200022-A-0693,한국동물약품공업협동조합,푸치 애견용 코롱-퍼피러브,L,2012-06-29,KC80001B122,애완동물용향수,개/강아지
200022-A-0694,한국동물약품공업협동조합,푸치 애견용 코롱-챔프,L,2012-06-29,KC80001B122,애완동물용향수,개/강아지
200022-A-0695,한국동물약품공업협동조합,푸치 애견용 코롱-포쉬,L,2012-06-29,KC80001B122,애완동물용향수,개/강아지
200022-A-0696,한국동물약품공업협동조합,푸치 애견용 코롱-스터드,L,2012-06-29,KC80001B122,애완동물용향수,개/강아지
100095-A-0127,크린피스,브리더랩 실크테라피 고양이 샴푸,L,2012-06-26,KC20100B111,세척용샴푸,고양이
100095-A-0128,크린피스,웅자 실속형 삼푸린스,L,2012-06-26,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0129,크린피스,초이스엘 덴탈5 치약,KG,2012-06-26,KC12001O121,치약,개/강아지
200022-A-0684,한국동물약품공업협동조합,덴탈후레쉬 오리지날 애견용,L,2012-06-26,KC10001B122,구중청량제,개/강아지
200022-A-0685,한국동물약품공업협동조합,덴탈후레쉬 오리지날 고양이용,L,2012-06-26,KC10001B112,구중청량제,고양이
200022-A-0686,한국동물약품공업협동조합,덴탈후레쉬 어드밴스드(프라그/치석),L,2012-06-26,KC10001B132,구중청량제,개/강아지/고양이
200022-A-0687,한국동물약품공업협동조합,덴탈후레쉬 어드밴스드(미백),L,2012-06-26,KC10001B132,구중청량제,개/강아지/고양이
200022-A-0688,한국동물약품공업협동조합,덴탈후레쉬 고양이용,L,2012-06-26,KC10001B112,구중청량제,고양이
200022-A-0689,한국동물약품공업협동조합,"덴탈 후레쉬 구강스프레이(강아지, 고양이겸용)",L,2012-06-26,KC10001B132,구중청량제,개/강아지/고양이
200022-A-0672,한국동물약품공업협동조합,그루머스 블렌드 오트밀 프로틴 샴푸,L,2012-06-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0673,한국동물약품공업협동조합,그루머스 블렌드 디오더라이징 샴푸,L,2012-06-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0674,한국동물약품공업협동조합,그루머스 블렌드 울트라 화이트 샴푸,L,2012-06-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0675,한국동물약품공업협동조합,그루머스 블렌드 플리앤틱 샴푸,L,2012-06-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0676,한국동물약품공업협동조합,그루머스 블렌드 허브 샴푸,L,2012-06-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0677,한국동물약품공업협동조합,그루머스 블렌드 퍼피 프레쉬 샴푸,L,2012-06-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0678,한국동물약품공업협동조합,쉐드 엑스 탈모방지 샴푸(고양이용),L,2012-06-25,KC20100B112,세척용샴푸,고양이
200022-A-0679,한국동물약품공업협동조합,푸이-비터스프레이(물음방지제),L,2012-06-25,KC73004B112,애완용핥음방지제,기타
200022-A-0680,한국동물약품공업협동조합,시너지랩 그로스앤글라이드 컨디셔너,L,2012-06-25,KC20300B122,린스,개/강아지
200022-A-0681,한국동물약품공업협동조합,시너지랩 안티 알러지 무스(고양이용),L,2012-06-25,KC60900B112,기타세척제,고양이
200022-A-0682,한국동물약품공업협동조합,시너지랩 워터리스 거품 샴푸(고양이용),L,2012-06-25,KC20100B112,세척용샴푸,고양이
200022-A-0683,한국동물약품공업협동조합,엘엠 팜스 딥클린징 샴푸,L,2012-06-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0668,한국동물약품공업협동조합,그루머스 블렌드 오트밀 프로틴 컨디셔너,L,2012-06-22,KC20100B122,세척용샴푸,개/강아지
200022-A-0669,한국동물약품공업협동조합,그루머스 블렌드 탈모 방지 샴푸,L,2012-06-22,KC20100B122,세척용샴푸,개/강아지
200022-A-0670,한국동물약품공업협동조합,그루머스 블렌드 퓨어 앤 심플 샴푸,L,2012-06-22,KC20100B122,세척용샴푸,개/강아지
200022-A-0671,한국동물약품공업협동조합,오가닉 오스카 오트밀 샴푸(강아지용),L,2012-06-22,KC20100B122,세척용샴푸,개/강아지
100031-A-0018,제일바이오,이클린 200,KG,2012-06-21,DA22310A151,바실러스서브틸리스+바시러스리체니포르미스,소/돼지/개/강아지/닭
100079-A-0003,이노바이오,올더펫 슬림,L,2012-06-18,HB15101B131,비타민 E,개/강아지/고양이
100079-A-0004,이노바이오,올더펫 스킨,L,2012-06-18,HZ12901B131,기타영양공급약,개/강아지/고양이
200022-A-0658,한국동물약품공업협동조합,그루머스 베스트 3 in 1 컨디셔닝 샴푸,L,2012-06-15,KC20100B122,세척용샴푸,개/강아지
200022-A-0659,한국동물약품공업협동조합,그루머스 베스트 오트밀 샴푸,L,2012-06-15,KC20100B132,세척용샴푸,개/강아지/고양이
200022-A-0660,한국동물약품공업협동조합,엘엠팜스 퍼피샴푸 엑스트라 젠틀,L,2012-06-15,KC20100B122,세척용샴푸,개/강아지
200022-A-0661,한국동물약품공업협동조합,엘엠팜스 컨디셔닝 샴푸,L,2012-06-15,KC20100B122,세척용샴푸,개/강아지
200022-A-0662,한국동물약품공업협동조합,엘엠 팜스 수딩 샴푸,L,2012-06-15,KC20100B122,세척용샴푸,개/강아지
200022-A-0663,한국동물약품공업협동조합,그루머스 베스트 화이트너 샴푸,L,2012-06-15,KC20100B122,세척용샴푸,개/강아지
200022-A-0664,한국동물약품공업협동조합,그루머스 베스트 후레쉬 스프레이,L,2012-06-15,KC40200B122,코팅제,개/강아지
200022-A-0665,한국동물약품공업협동조합,그루머스 베스트 퍼피 샴푸,L,2012-06-15,KC20100B122,세척용샴푸,개/강아지
200022-A-0666,한국동물약품공업협동조합,그루머스 베스트 헤어볼 컨트롤 샴푸,L,2012-06-15,KC20100B122,세척용샴푸,개/강아지
200022-A-0667,한국동물약품공업협동조합,하츠 이어 클리너,L,2012-06-15,KC60100B122,귀세척제,개/강아지
200022-A-0657,한국동물약품공업협동조합,오가닉 오스카 알로에 베라 컨디셔너(강아지용),L,2012-06-14,KC20300B122,린스,개/강아지
200022-A-0638,한국동물약품공업협동조합,화이트 진저 샴푸,L,2012-06-13,KC20100B132,세척용샴푸,개/강아지/고양이
200022-A-0639,한국동물약품공업협동조합,와일드 허니써클 샴푸,L,2012-06-13,KC20100B122,세척용샴푸,개/강아지
200022-A-0640,한국동물약품공업협동조합,허브 그룸 샴푸,L,2012-06-13,KC20100B122,세척용샴푸,개/강아지
200022-A-0641,한국동물약품공업협동조합,바이오그룸 프로테인-라놀린 샴푸,L,2012-06-13,KC20100B122,세척용샴푸,개/강아지
200022-A-0642,한국동물약품공업협동조합,바이오그룸 클린 키티 워터레스 샴푸,L,2012-06-13,KC20100B132,세척용샴푸,개/고양이/강아지
200022-A-0643,한국동물약품공업협동조합,쿠들리 키티 샴푸,L,2012-06-13,KC20100B132,세척용샴푸,개/강아지/고양이
200022-A-0644,한국동물약품공업협동조합,바이오그룸 쏘젠틀샴푸,L,2012-06-13,KC20100B122,세척용샴푸,개/강아지
200022-A-0645,한국동물약품공업협동조합,실크 크림 린스,L,2012-06-13,KC40200B122,코팅제,개/강아지
200022-A-0646,한국동물약품공업협동조합,바이오그룸 비터 테이스트,L,2012-06-13,KC73006B132,행동개선제,개/고양이/강아지
200022-A-0647,한국동물약품공업협동조합,바이오그룸 슈퍼 크림,L,2012-06-13,KC40200L122,코팅제,개/강아지
200022-A-0648,한국동물약품공업협동조합,스테인 프리 크림,KG,2012-06-13,KC60300L132,눈주위세척제,개/강아지/고양이
200022-A-0649,한국동물약품공업협동조합,밍크 오일 스프레이,L,2012-06-13,KC40200B132,코팅제,개/강아지/고양이
200022-A-0650,한국동물약품공업협동조합,실키캣 프로테인 라놀린 샴푸,L,2012-06-13,KC20100B132,세척용샴푸,개/강아지/고양이
200022-A-0651,한국동물약품공업협동조합,바이오그룸 매직 화이트,KG,2012-06-13,KC40200B132,코팅제,강아지/개/고양이
200022-A-0652,한국동물약품공업협동조합,이어케어 이어클리너 로션,L,2012-06-13,KC60100B132,귀세척제,개/고양이/강아지
200022-A-0653,한국동물약품공업협동조합,이어 프레쉬 이어파우더,KG,2012-06-13,KC60100A122,귀세척제,강아지/개
200022-A-0654,한국동물약품공업협동조합,이어 마이트 트리트먼트,L,2012-06-13,KC60100B122,귀세척제,개/강아지
200022-A-0655,한국동물약품공업협동조합,바이오그룸 슈퍼 화이트 샴푸,L,2012-06-13,KC20100B122,세척용샴푸,개/강아지
200022-A-0656,한국동물약품공업협동조합,오가닉 오스카 알로에 베라 샴푸(강아지용),L,2012-06-13,KC20100B122,세척용샴푸,강아지/개
200022-A-0630,한국동물약품공업협동조합,화이트진저콜론,L,2012-06-12,KC80001B132,애완동물용향수,개/강아지/고양이
200022-A-0631,한국동물약품공업협동조합,크리스프 애플 콜론,L,2012-06-12,KC80001B132,애완동물용향수,개/강아지/고양이
200022-A-0632,한국동물약품공업협동조합,컨트리 프리지아 콜론,L,2012-06-12,KC80001B132,애완동물용향수,개/강아지/고양이
200022-A-0633,한국동물약품공업협동조합,와일드 허니써클 콜론,L,2012-06-12,KC80001B132,애완동물용향수,강아지/고양이/개
200022-A-0634,한국동물약품공업협동조합,프레쉬 콜론,L,2012-06-12,KC80001B132,애완동물용향수,개/강아지/고양이
200022-A-0635,한국동물약품공업협동조합,플로피 퍼피 샴푸,L,2012-06-12,KC20100B122,세척용샴푸,개/강아지
200022-A-0636,한국동물약품공업협동조합,크리스프 애플 샴푸,L,2012-06-12,KC80001B122,애완동물용향수,개/강아지
200022-A-0637,한국동물약품공업협동조합,컨트리 프리지아 샴푸,L,2012-06-12,KC20100B122,세척용샴푸,개/강아지
100031-A-0017,제일바이오,아이지 컬춰,KG,2012-06-11,HZ22901A131,기타영양공급약,소/돼지/닭
100114-A-0123,로쎄앙,애니쉴드 더 퓨어 항균 탈취 스프레이,L,2012-06-11,KC80003B131,애완동물악취제거제,강아지/개/고양이
200022-A-0628,한국동물약품공업협동조합,바이오스팟틱 피펫(고양이),L,2012-06-11,KC70001B112,해충 퇴치제,고양이
200022-A-0629,한국동물약품공업협동조합,바이오스팟틱 피펫(강아지),L,2012-06-11,KC70001B122,해충 퇴치제,개/강아지
100015-A-0015,녹십자수의약품,살모자임,KG,2012-05-30,HZ22901A121,기타영양공급약,돼지/닭
200270-A-0034,비손에이에이치,더모센트 시카폴리아,L,2012-05-30,KC90001H132,애완동물용보습제,개/강아지/고양이
200270-A-0035,비손에이에이치,더모센트 아톱세븐,L,2012-05-30,KC90001H132,애완동물용보습제,개/강아지/고양이
200270-A-0036,비손에이에이치,더모센트 파이오스팟,L,2012-05-30,KC90001B122,애완동물용보습제,개/강아지
100033-A-0027,코미팜,마블-킹,KG,2012-05-25,HZ22901A111,기타영양공급약,소
100115-A-0059,이엘티사이언스,비타비타,KG,2012-05-11,HZ22901A211,기타영양공급약,꿀벌
200305-A-0002,엘캄코바이오,박토셀 드링크,KG,2012-05-11,DA24104A122,페디오코쿠스,돼지/닭
