업체명,제품명,상위 분류,하위 분류,축종명칭
한국동물약품공업협동조합,미스트 스킨 트리트먼트,,창상부위보호제,개/강아지/고양이
한젠,멀티덤스프레이,,창상부위보호제,개/강아지/고양이
베트컴코리아,맥시가드 Zn7 덤,,창상부위보호제,개/고양이
베트컴코리아,맥시가드 Zn7 덤 스프레이,,창상부위보호제,개/고양이
베트컴코리아,맥시가드 Zn7 이콰인,,창상부위보호제,말
베트컴코리아,더마 프렌드,,창상부위보호제,개/고양이
부명,더마졸 스킨릴리프 겔,,창상부위보호제,기타
부명,더마졸 스킨릴리프 스프레이,,창상부위보호제,기타
삼지약품,더마플렉스,,창상부위보호제,소/돼지/말/개/강아지/고양이/산양/면양
이엘티사이언스,포크마블,,철+망간+크롬,돼지
진우약품,메트아이론65,,철메치오닌,소/돼지/산양/면양/사슴
에스틴,클리어가이드 티엘아이 진단키트,,췌장병 진단키트,개
에스틴,클리어가이드 티엘아이에이취 키트,,췌장병 진단키트,개
에스틴,오로자임 프라그 테스터,,치석염색제,개/강아지/고양이
한국동물약품공업협동조합,시즈키치 액상 치약(고양이),,치약,고양이
로쎄앙,뚜또가또 덴탈 치약,,치약,고양이
펫퍼스,페테리안 투스메디 고양이용,,치약,고양이
로쎄앙,치카펜 EM 캣,,치약,고양이
로쎄앙,냥.치카펜,,치약,고양이
한국동물약품공업협동조합,보가덴트 덴탈 리포젤 캣,,치약,고양이
로쎄앙,덴탈테라피 포 캣,,치약,고양이
오스타코리아,암앤해머 어드밴스드케어 덴탈 키트 포 캣츠,,치약,고양이
한국동물약품공업협동조합,냥코케어 액상 치약(고양이),,치약,고양이
씨티씨바이오,카르틴액,,카르니틴,소/돼지/닭/염소/면양
고려비엔피,카모진 액,,카르니틴,소/돼지/말/산양/면양/닭/개/강아지/고양이
이글벳,헤파니톨 액,,카르니틴,닭/오리/칠면조/소/산양/면양/낙타/돼지
버박코리아,카니포실 K,,카르니틴,소/돼지/닭/오리/칠면조/면양
대한뉴팜,포켓몬플러스,,카르니틴,소/돼지
유한양행,헤파비알 씨 플러스,,카르니틴,소/돼지/닭/오리/칠면조
한풍산업,비고보린,,카르니틴,소/돼지
에스비신일,비고토닉,,카르니틴,소/돼지/닭/말/산양/면양/개/고양이
삼우메디안,리바솔,,카르니틴,돼지/닭/소
코미팜,수산용 카니-XOS,,카르니틴,어류
남전물산,카르톤,,카르니틴,돼지/닭
베트컴코리아,이뮤노콤 펠라인 코로나바이러스,,코로나바이러스 진단키트,고양이
케이피아이,포시즌 일반린스,,코팅제,고양이
삼조생명과학,피아이에프 다이어트,,크롬트리피콜린산,개/강아지/고양이
씨티씨바이오,대니스코 자일라나아제 40000G,,크실란분해효소,돼지/닭
퓨오바이더스,디자임-B,,크실란분해효소+단백질분해효소+피타아제,닭
퓨오바이더스,디자임-G,,크실란분해효소+섬유분해효소+베타글루카곤분해효소,돼지
퓨오바이더스,디자임-L,,크실란분해효소+섬유분해효소+베타글루카곤분해효소,닭
퓨오바이더스,디자임-P,,크실란분해효소+섬유분해효소+베타글루카곤분해효소,돼지
애그리브랜드퓨리나코리아,프로모트 자일라네이즈,,크실란분해효소+섬유분해효소+베타글루카곤분해효소,돼지/닭/오리/칠면조
대동신약,갈자임 농축액,,크실란분해효소+전분분해효소+단백질분해효소+피타아제,닭/칠면조/어류
다원케미칼,뱀장어용 바이오라제,,클로스트리디움+유산균+간균,어류
다원케미칼,바이오 프란 C,,클로스트리디움+유산균+간균,소/돼지/닭
다원케미칼,바이오 BC 락,,클로스트리디움+유산균+간균,소/닭/오리/칠면조
코미팜,아이지-업,,클로스트리디움+유산균+간균,소
참신홀딩스,수산용 훼스타 plus 2호,,클로스트리디움+유산균+간균,어류
다원케미칼,마린아제,,클로스트리디움+유산균+간균,어류
진우약품,비오라신,,클로스트리디움+유산균+간균,소/돼지/닭/말/오리/산양/면양/칠면조
한동,허니 라이프 산,,클로스트리디움부티리쿰,꿀벌
씨티씨바이오,미야틱스-588,,클로스트리디움부티리쿰,소/돼지/닭/말/개/고양이/토끼/오리/산양/면양/사슴/칠면조
세아엘텍,클리퍼냉각제,,클리퍼냉각제,기타
협성로하스,크린앤그라이드,,클리퍼소독제,기타
세아엘텍,클리퍼소독제,,클리퍼소독제,기타
한국동물약품공업협동조합,냥코케어 마우스 클리닝 젤,,탈취제,고양이
펫퍼스,펫 후레쉬 스프레이(애묘용),,탈취제,고양이
펫퍼스,포르티 은나노 고양이용 탈취제,,탈취제,고양이
베트컴코리아,이뮤노콤 펠라인 바이스팟 클라미,,톡소플라즈마 항체 진단키트,고양이
우리와주식회사,에스프리 대산 핫 스팟 폼,,통증 완화제,개/강아지
한국동물약품공업협동조합,오가닉 오스카 홀리스틱 바이트 앤 이치 릴리프 스프레이(강아지용),,통증 완화제,개/강아지
유한양행,이친포릴리프안티이치스프레이,,통증 완화제,개/강아지
펫트코리아,티딩젤,,통증 완화제,개/강아지
이글벳,페인 리리프 젤,,통증 완화제,개/강아지/고양이
이글벳,에스프리 핫 스팟 폼,,통증 완화제,개/강아지/고양이
협성로하스,원더스프레이,,통증 완화제,말
협성로하스,퀵 릴리프님 딥,,통증 완화제,개/강아지/고양이
협성로하스,홤,,통증 완화제,강아지/말/개
협성로하스,얼티메이트크림,,통증 완화제,개/강아지/고양이
협성로하스,슈퍼레미디,,통증 완화제,강아지/고양이/개
협성로하스,베터리나리크림,,통증 완화제,강아지/고양이/개
한국동물약품공업협동조합,엠이디 탑피칼 솔루션,,통증 완화제,말/개/강아지/고양이
버박코리아,라피젤,,통증 완화제,말
제일바이오,이칭 릴리프 테라피,,통증 완화제,개/고양이
부명,설포딘 쓰리웨이 연고제 - 개전용,,통증 완화제,개
이화팜텍,리후레쉬 롤온,,통증 완화제,개
제일바이오,제일-트레오닌,,트레오닌,소/돼지/닭
대한뉴팜,엘-트레오닌,,트레오닌,소/돼지/닭
한풍산업,L-트레오닌,,트레오닌,돼지
한동,한동트레오닌.500,,트레오닌,돼지/닭
유니바이오테크,유니-트레오닌,,트레오닌,돼지/닭/어류/개/강아지/고양이
한풍산업,한풍-트레오닌,,트레오닌,돼지
다원케미칼,다원 트립토판10%,,트립토판,소/돼지/닭
한국썸벧,트립토판-10,,트립토판,소/돼지/닭
한국썸벧,트립토판-20,,트립토판,소/돼지/닭
한동,한동트립토판.100,,트립토판,돼지/닭
한동,한동트립토판.500,,트립토판,돼지/닭
이글벳,아미노산 믹스,,트립토판+메치오닌+라이신,소/돼지/닭
씨티씨바이오,악스트라 파이 20000티피티2과립 (피타아제),,파이타제,닭/돼지
씨티씨바이오,악스트라 파이 25000지 과립 (피타아제),,파이타제,돼지/닭
씨티씨바이오,악스트라 파이 5000 액 (피타아제),,파이타제,닭/돼지
씨티씨바이오,악스트라 파이 1000TPT,,파이타제,닭/돼지
디에스엠 뉴트리션 코리아,로노자임 NP(CT),,파이타제,닭/오리/돼지
디에스엠 뉴트리션 코리아,로노자임 NP(M),,파이타제,돼지/닭/오리
다원케미칼,스미자임,,파이타제,돼지/닭
고려비엔피,제노포스 5000P,,파이타제,닭/돼지
고려비엔피,제노포스 5000G,,파이타제,닭/돼지
한젠,노르쉴드,,퍼메스린,개/강아지/고양이
부명,스크래책스 에어로졸 벼룩.진드기,,퍼메스린+피레스린,개/강아지/고양이
이화팜텍,박토셀 PX 20,,페디오코쿠스,돼지/닭/어류/오리/칠면조
엘캄코바이오,박토셀,,페디오코쿠스,돼지/닭/어류/오리/칠면조
엘캄코바이오,박토셀 드링크,,페디오코쿠스,돼지/닭
아이앤팜,슈퍼페론아연산 플러스,,펩타이드철,돼지
아이앤팜,슈퍼페론아연산,,펩타이드철,돼지
